circuit_evaluation,energy
1,-50.3608
2,-50.3608
3,-78.3441
4,-78.3441
5,-78.3441
6,-78.3441
7,-90.0049
8,-90.0049
9,-135.2679
10,-135.2679
11,-135.2679
12,-135.2679
13,-135.2679
14,-135.2679
15,-135.2679
16,-135.2679
17,-135.2679
18,-135.2679
19,-135.2679
20,-135.2679
21,-135.2679
22,-135.2679
23,-135.2679
24,-135.2679
25,-135.2679
26,-135.2679
27,-135.2679
28,-135.2679
29,-135.2679
30,-135.2679
31,-135.2679
32,-135.2679
33,-172.8149
34,-172.8149
35,-172.8149
36,-172.8149
37,-172.8149
38,-172.8149
39,-172.8149
40,-172.8149
41,-172.8149
42,-172.8149
43,-172.8149
44,-172.8149
45,-172.8149
46,-172.8149
47,-172.8149
48,-172.8149
49,-172.8149
50,-172.8149
51,-172.8149
52,-172.8149
53,-172.8149
54,-172.8149
55,-172.8149
56,-172.8149
57,-172.8149
58,-172.8149
59,-172.8149
60,-172.8149
61,-172.8149
62,-172.8149
63,-172.8149
64,-172.8149
64,-172.8149
65,-197.8849
66,-203.2349
67,-203.2349
68,-207.9861
69,-207.9861
70,-207.9861
71,-207.9861
72,-256.2846
73,-256.2846
74,-256.2846
75,-256.2846
76,-256.2846
77,-256.2846
78,-256.2846
79,-256.2846
80,-256.2846
80,-256.2846
81,-267.7567
82,-267.7567
83,-267.7567
84,-287.7746
84,-287.7746
